Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR,IS_INT_EXPENSE_log,GROSS_MARGIN_log
Garcia-Snyder,Emerging Markets,EM - Americas,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3274,0.0,10.5894,4.5352,13.6674,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0,0.0
Walker Group,Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8651,0.0,2.5628,0.0642,13.6301,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Barajas Group,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,8.2005,0.8879,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Goodwin, Anderson and Moss",Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,8.4375,0.7429,12.9909,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
"Williams, Gilbert and Chambers",Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,12.1353,0.0,17.875,5.2958,18.4313,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,0.0,0.0
Thompson-Waller,Developed Markets,DM - Europe,Real Estate & Construction,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,9.7485,0.0,5.6352,0.8164,10.5445,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Moore, Rodriguez and Miller",Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7298,0.0,3.8681,2.3907,9.4508,10,11,12,1,2,2,3,2,1,3,3,1,3,3,3,3,3,0.0,0.0
Harris-Morris,Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4556,0.0,6.3417,5.6211,7.5928,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
Fleming-Schultz,Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,6.1786,1.3799,10.018,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3,0.0,0.0
Cannon LLC,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.417,1.4433,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Hodge, Blair and Smith",Developed Markets,DM - Americas,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.9978,1.1562,10.018,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3,0.0,0.0
Williams-Jones,Developed Markets,DM - Europe,Natural Resources,1,13.3747,12.0966,1.278,0.0,0.0,14.2776,48.5968,13.3747,0.0,3.8899,0.0035,13.3747,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,2.7263877033390673,1.524660858987853
"Wolfe, Evans and Durham",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,0.0,0.0,0.0,8.8775,0.0,5.9028,1.2214,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Collins, Nguyen and Ortiz",Emerging Markets,EM - CEEMEA,Real Estate & Construction,1,0.0,6.4843,0.0,-78.4872,30.23,184.7107,10.2988,8.0254,0.0,10.2225,6.6222,10.7096,11,9,14,2,2,2,3,2,1,2,3,2,1,3,3,4,4,5.224190086515611,3.441379171294987
Walker-Smith,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,12.1949,0.0,2.8072,0.8651,12.9909,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Coffey-Booker,Emerging Markets,EM - Asia,Real Estate & Construction,1,14.111,10.801,3.31,0.0,43.5391,23.687,23.0074,11.3928,0.0,6.3083,1.9691,14.111,9,9,14,1,1,1,3,3,1,2,2,1,3,3,4,3,4,2.7032312762841455,3.7963674550691615
"Murphy, Thomas and Anthony",Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.552,0.6257,10.018,9,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Garcia, Castro and Jackson",Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.8792,1.2811,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Porter, Garcia and Rivera",Developed Markets,DM - Europe,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8982,0.0,4.9238,0.9503,13.1192,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,0.0,0.0
Barrett-Morris,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,23.0769,0.0,0.0,0.0,5.6454,0.0,8.8025,6.2967,14.211,12,11,12,2,2,2,3,3,2,3,3,2,1,3,3,3,3,0.0,0.0
Bush-James,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,4.6505,1.2824,10.018,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Gentry-Hanson,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,0.0,1.826,52.5782,8.8808,0.0,6.0907,1.3016,10.018,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3,1.0388622842623358,0.0
Smith-Evans,Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.8805,0.0,10.0179,1.1619,12.0177,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Brady, Davis and Davis",Developed Markets,DM - Americas,Utilities,0,9.347,7.3419,2.0051,0.0,0.0,0.0,0.0,8.9072,0.0,9.084,1.4215,10.0444,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Gutierrez, Rhodes and Maxwell",Developed Markets,DM - Americas,Industrials & Transportation,0,10.3366,7.7074,2.6293,0.0,0.0,0.0,0.0,7.1024,0.0,7.3446,1.1342,8.2396,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3,0.0,0.0
Morris LLC,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,0.0,29.8175,185.0,-4.2279,12.3734,0.0,11.2977,1.6797,13.5139,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,5.225746673713202,3.4280827104435376
Morales Group,Developed Markets,DM - Americas,Real Estate & Construction,0,8.9464,7.2819,1.6646,0.0,0.0,0.0,0.0,11.9628,0.0,11.5199,1.234,13.1,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
Robinson Group,Developed Markets,DM - Europe,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,7.7183,0.8101,12.9909,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,0.0,0.0
"Hunt, Smith and Mccarty",Emerging Markets,EM - Asia,Utilities,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,11.5704,0.0,10.3895,5.7414,17.8664,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Schneider-Patrick,Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,7.4415,0.0,6.0502,1.09,8.2375,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Greene, Gibson and Brown",Emerging Markets,EM - Americas,"Retail, Consumer & Healthcare",1,13.1911,6.4843,0.0,10.08,16.3171,30.543,-52.8508,7.8171,0.0,9.5917,7.2447,12.6052,12,15,12,1,2,3,3,3,3,4,3,1,4,3,3,3,3,3.451351694322878,2.851694452625628
"Garcia, Woods and Johnson",Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,-5.7798,0.0,1824.0,14.0603,7.0262,0.0,6.18,2.3027,8.9437,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,7.509335266016592,1.524660858987853
"Freeman, Rodriguez and Jimenez",Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,71.9407,50.99,23.687,7.6492,3.6199,0.0,5.1758,4.7144,6.3041,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,2.7032312762841455,3.9510513923956245
Griffith-Sanders,Developed Markets,DM - Europe,Utilities,1,9.9779,10.1634,-0.1855,-47.541,28.715,29.972,-2.2259,11.0506,1.535,9.8997,-0.202,10.8651,9,14,13,1,2,1,2,3,3,3,3,2,3,4,3,3,3,3.4330835705244773,3.391651968818624
"Bowman, Durham and Price",Developed Markets,DM - Asia,Utilities,0,8.0932,6.3509,1.7423,51.9328,0.0,0.0,42.9679,6.9161,1.3467,5.5332,1.8438,8.5252,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Alexander-Harrison,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,2.5182124684944727
Mueller Group,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,65.2162,232.0,20.3059,8.8808,0.0,6.3936,1.1632,10.018,9,15,12,1,2,1,2,3,3,4,3,2,3,3,3,3,3,5.4510384535657,4.192925145996559
Brown-Norris,Emerging Markets,EM - Americas,Services & Communications,1,11.6581,6.0162,5.6419,41.6757,40.2342,48.524,23.9981,7.9518,0.0,8.1769,5.0568,13.5937,9,10,13,1,3,1,1,3,1,3,3,1,2,3,4,3,3,3.902457400558445,3.719268009102816
Stephens PLC,Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,4.254783997736875,0.0
Roman and Sons,Developed Markets,DM - Asia,Natural Resources,0,11.9769,0.0,0.0,-10.0748,80.5408,230.2448,4.7287,8.016,-0.2204,4.9977,1.2627,9.526,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.4434768896532235,4.401103508478617
Buckley Ltd,Developed Markets,DM - Americas,Utilities,0,8.6803,6.97,1.7103,0.0,0.0,0.0,0.0,10.3023,0.0,6.4457,0.9565,11.4411,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Martinez-Stout,Emerging Markets,EM - Asia,Natural Resources,0,9.7714,0.0,0.0,19.9029,0.0,124.3169,0.0,7.5779,0.2697,5.7981,0.6465,8.2961,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.83084572910392,0.0
Harris-Ramirez,Emerging Markets,EM - Asia,Natural Resources,1,10.5264,2.501,8.0254,-18.3886,15.9139,611.308,10.7826,2.501,0.0,8.5357,5.2104,10.5264,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.417235423889329,2.8281357690805216
"Nelson, Clark and Lynch",Emerging Markets,EM - CEEMEA,Natural Resources,1,0.0,6.4843,0.0,-78.4872,30.23,184.7107,10.2988,8.0254,0.0,10.2225,6.6222,10.7096,15,12,14,3,3,3,3,3,3,1,3,2,3,3,3,4,4,5.224190086515611,3.441379171294987
"Wolfe, Young and Cross",Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.8805,0.0,10.0179,1.1619,12.0177,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Ellis-Key,Emerging Markets,EM - CEEMEA,Utilities,0,10.473,0.0,0.0,-7361.5382,32.7057,132.8627,8.7723,10.5521,0.0,7.3934,1.5021,11.6305,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4.896814647796285,3.5176669625217247
Black-Flores,Developed Markets,DM - Americas,Utilities,1,10.3027,7.1592,3.1435,0.0,18.2798,103.297,4.7682,6.9124,0.0,3.6889,3.1394,10.0559,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,3,4,4.647242598409933,2.9590579156846117
"Rose, Gray and Valencia",Emerging Markets,EM - CEEMEA,Services & Communications,0,12.7281,0.0,0.0,-14.741,39.8308,0.0,28.2825,4.3781,0.2813,12.2702,9.2735,12.9437,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,3.7094366985757343
Castillo and Sons,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,20.21,19.5748,21.375,7.4827,8.6896,2.235,6.351,1.4503,9.8268,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3.107944264160919,3.0240670259812594
"Schaefer, Perkins and Jones",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3.2062767892916857,3.2879801568098714
"Perry, Stafford and Murray",Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,0.0,57.1327,673.0,-3.2194,8.0254,0.0,7.0746,3.6909,10.7096,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.513230110912307,4.062728328252011
Rodriguez-Miles,Developed Markets,DM - Europe,Natural Resources,1,12.3352,10.9847,1.3505,0.0,94.2373,49.6193,54.317,10.9847,0.0,12.3352,0.0,12.3352,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3.924332926495089,4.556371671783798
Best Ltd,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,1.3175,339.0,-2.3165,7.9171,0.0,5.8322,1.3643,9.0559,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.8289456176102075,0.8404890184578732
Bartlett-Fernandez,Developed Markets,DM - Americas,Natural Resources,1,8.9493,7.2477,1.7016,0.0,47.0804,368.5549,8.045,13.1249,0.0,10.8087,3.2439,14.8265,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.912299308512495,3.8728746096599
Simpson LLC,Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,-75.2,14.5444,322.0,0.447,8.328,0.7501,4.2452,2.9825,10.2455,15,12,13,3,3,3,3,3,3,1,3,2,3,4,3,3,3,5.777652323222656,2.7437004451459965
"Hughes, Wilson and George",Emerging Markets,EM - Asia,Natural Resources,1,10.5264,2.501,8.0254,-89.3178,43.1338,31.6108,20.9491,1.3476,0.7393,7.7203,4.4167,9.3731,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3.484643521852354,3.7872259287970205
"Powell, Suarez and Morse",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,41.6974,82.0751,173.0,7.4832,10.7833,0.0317,9.0392,1.0849,11.9221,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.159055299214529,4.419745017971501
Burton Inc,Developed Markets,DM - Europe,Natural Resources,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.2991,8.2512,1.5864,11.3894,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.506909734241598,3.691683020446605
Zimmerman-Johnson,Emerging Markets,EM - Americas,Natural Resources,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,0.2937,11.2377,9.646,12.9804,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.936046705827656,3.53518325432831
"Sims, Hubbard and Jones",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,703.4653,0.0,286.623,15.5632,9.2418,0.4101,6.8644,1.3572,10.379,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,5.661650594832875,0.0
Martinez-Vega,Developed Markets,DM - Europe,Natural Resources,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,5.806243992276898,3.1561021454808746
Gray-Webb,Developed Markets,DM - Europe,Generic,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,5.806243992276898,3.1561021454808746
Yu-Ryan,Developed Markets,DM - Europe,Natural Resources,0,8.4358,7.994,0.4418,-0.5239,65.0575,0.0,12.6188,7.7157,-0.0615,6.3718,0.8917,9.1647,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,4.190525574862633
Vang Group,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.254783997736875,0.0
Landry-Mckee,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,-360.1586,21.782,78.0,-45.3996,12.1923,0.0,6.297,1.6981,13.3295,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,4.3694478524670215,3.12597075047772
Allen Ltd,Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Griffith, Mckinney and Williams",Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Lewis, Lambert and Brewer",Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,0.0,0.0,0.0,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Reynolds Ltd,Emerging Markets,EM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8412,0.0,0.0,0.0,0.0,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Powers, Olsen and Booker",Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8412,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Palmer, Estrada and Wilson",Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
"Cox, Garcia and Williams",Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.8289,2.0104,13.7189,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
Stein-Christian,Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4102,0.0,6.4668,1.8444,13.1312,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
"Moore, Brown and Gray",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9061,0.0,12.0938,11.4214,12.5421,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Carroll-Armstrong,Emerging Markets,EM - CEEMEA,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,3.6327,1.5463,10.018,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,0.0,0.0
Adkins-Murray,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.7027,1.4271,10.018,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Medina-Heath,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.4799,1.0987,10.018,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
Boyd-Wilson,Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",1,14.111,6.4843,0.0,0.0,22.7089,417.5759,7.1742,11.3928,0.0,7.3569,1.8712,14.111,11,10,13,2,3,1,3,2,1,3,3,1,2,3,3,4,3,6.0368582354925975,3.165850505074469
Calhoun-Strickland,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.9015,1.2491,10.018,11,10,12,2,3,1,3,2,1,3,3,1,2,3,3,3,3,0.0,0.0
Olsen and Sons,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4826,0.0,4.8441,0.5292,8.2476,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Odonnell-White,Emerging Markets,EM - Americas,Natural Resources,0,29.3992,0.0,0.0,0.0,0.0,0.0,0.0,19.878,0.0,13.6592,0.6598,20.9564,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Graves-Diaz,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.7378,1.0995,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Walker, Robles and Tran",Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,2.0596,1.3126,12.9909,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Dennis-Evans,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6622,0.0,6.0699,2.4365,16.3832,10,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Murphy, Ramos and Hogan",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2589,0.0,7.0066,2.7246,7.9799,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3,0.0,0.0
"Riley, Sparks and Jones",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8858,0.0,3.0611,1.5929,7.8508,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Cox-Baldwin,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8271,0.0,0.0,0.0,0.0,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Smith-Park,Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1289,0.0,10.5843,7.7119,13.9979,15,15,12,3,3,3,3,3,4,1,3,3,3,3,3,3,3,0.0,0.0
Dixon Ltd,Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2913,0.0,11.0458,7.6427,14.8569,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Kaufman, Mueller and Harrell",Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8828,0.0,4.9721,1.1097,5.0216,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Lopez, Rogers and Gamble",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,7.1947,1.4009,13.7189,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3,0.0,0.0
Armstrong-Lopez,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,7.9245,1.5701,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Schultz Group,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.6614,1.3505,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Edwards, Rodriguez and Ortega",Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.3986,1.1989,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Alexander-Williams,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,10.2682,0.9023,12.9909,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Jimenez, Rivers and Bell",Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,7.7657,1.2018,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Woods, Jones and Obrien",Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9279,0.0,12.9154,7.5024,14.4935,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Proctor-Maxwell,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,7.4415,0.0,6.0502,1.09,8.2375,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Shaffer, Williams and Lucero",Developed Markets,DM - Europe,Services & Communications,0,10.6947,10.2269,0.4678,-70.1754,0.0,2130.3853,9.3697,12.3541,-0.0414,4.7493,0.5159,13.5751,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,7.664527422887779,0.0
Luna Inc,Emerging Markets,EM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Ramsey, Smith and Wong",Emerging Markets,EM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3274,0.0,0.0,0.0,0.0,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Bennett, White and Conner",Developed Markets,DM - Europe,Natural Resources,1,13.193,11.9161,1.2769,0.0,0.0,42.772,0.0,11.9161,0.0,13.193,0.0,13.193,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,3.778994343556197,1.524660858987853
