Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR
"Walker, Mullins and Richards",Developed Markets,DM - Americas,Natural Resources,0,9.347,7.3419,2.0051,0.0,0.0,0.0,0.0,8.3719,0.0,8.9361,0.9994,9.5124,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
David-Lopez,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,1.0606,0.0,0.0,0.0,8.8792,0.0,4.8146,1.4608,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Holmes, Davis and Lewis",Emerging Markets,EM - Asia,Generic,1,10.5264,2.501,8.0254,-22.1387,26.73,47.5664,19.6658,1.9843,0.9397,8.7123,7.9114,10.0097,11,12,14,3,3,1,1,3,2,3,3,3,1,5,3,3,3
Robinson-Singh,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,19.55,260.0,3.346,15.2827,0.0,11.7801,1.6748,16.4199,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
David Group,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,19.55,260.0,3.346,15.2827,0.0,11.7801,1.6748,16.4199,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Sweeney-Wong,Developed Markets,DM - Americas,Utilities,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Floyd, Perez and Cruz",Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,-39.3443,43.355,405.0,14.0718,6.5341,0.0,11.0396,8.2291,15.0997,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
James-Johnson,Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Cain-Jackson,Developed Markets,DM - Europe,"Food, Beverage & Tobacco",0,8.78,8.6622,0.1178,-5.3444,0.0,0.0,22.4556,11.0131,0.0,4.6893,0.5928,11.3671,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
Hughes-Butler,Developed Markets,DM - Americas,Industrials & Transportation,1,10.7096,8.0254,2.6842,,57.1327,673.0,-3.2194,8.0254,,7.0746,3.6909,10.7096,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3
"Harris, Hughes and Smith",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,53.0466,0.0,814.2,35.4656,5.6138,0.0,5.5422,1.5808,6.751,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
Mckenzie-Larson,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,0.0,61.635,224.2,20.2209,8.8808,0.0,5.9652,1.2609,10.018,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Charles, Farmer and Johnston",Developed Markets,DM - Europe,"Retail, Consumer & Healthcare",0,8.78,8.6622,0.1178,511.0109,0.0,2111.354,9.4788,10.5748,-0.7508,3.9451,0.7072,10.9288,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3
Mahoney LLC,Emerging Markets,EM - Americas,Utilities,0,11.6515,4.8641,6.7874,0.0,17.2279,70.741,11.6849,6.1289,-0.4235,10.3928,6.9442,13.9979,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Luna and Sons,Developed Markets,DM - Europe,Real Estate & Construction,0,8.0528,8.5242,-0.4714,-30.9859,31.8322,0.0,6.9269,11.8752,1.0096,9.6573,-0.1564,11.5782,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3
"Camacho, Miller and Wilson",Developed Markets,DM - Europe,Utilities,0,10.6947,10.2269,0.4678,45.2847,0.0,168.7628,14.2489,9.104,0.0,7.2965,1.8299,10.325,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Thomas-Hall,Emerging Markets,EM - Americas,Natural Resources,0,11.0541,4.1445,6.9095,0.3642,37.7889,734.2892,9.0362,3.8412,0.5595,11.1814,7.8321,12.0862,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Dawson PLC,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,54.0808,29.232,36.8902,8.8808,0.0,7.16,1.6223,10.018,12,11,12,2,2,2,3,3,2,3,3,2,1,3,3,3,3
Martinez-Cox,Developed Markets,DM - Americas,Services & Communications,1,10.7096,8.0254,2.6842,,73.1563,914.0,-57.8699,8.0254,,6.3237,3.6725,10.7096,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
"Rodriguez, Baker and Brown",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,54.0808,29.232,36.8902,8.8808,0.0,7.16,1.6223,10.018,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Santana-Wong,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,0.0,54.0808,29.232,36.8902,8.8808,0.0,7.16,1.6223,10.018,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Gomez-Parker,Emerging Markets,EM - CEEMEA,Services & Communications,0,12.7281,0.0,0.0,-9.7555,0.0,133.7033,13.6385,5.7269,-0.0111,12.006,7.0494,14.2925,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Huang Inc,Developed Markets,DM - Europe,Utilities,1,9.9779,10.1634,-0.1855,-47.541,28.715,29.972,-2.2259,11.0506,1.535,9.8997,-0.202,10.8651,9,15,13,1,2,1,2,3,3,4,3,2,3,4,3,3,3
Johnson Group,Developed Markets,DM - Americas,Utilities,1,10.7096,8.0254,2.6842,,73.1563,914.0,-57.8699,8.0254,,6.3237,3.6725,10.7096,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Sims-Wright,Developed Markets,DM - Asia,Natural Resources,1,14.111,,,88.8112,28.4908,48.8701,25.693,8.6291,-0.0241,5.896,2.8385,11.3472,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Petersen-Bass,Emerging Markets,EM - Americas,Services & Communications,1,15.3874,6.1526,9.2348,-29.6339,19.9869,574.0386,14.3187,3.1571,0.3462,11.3588,10.3104,12.3919,9,10,14,1,3,1,1,3,1,3,3,1,2,3,4,3,4
"Nicholson, Morrison and Holmes",Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Ayers PLC,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,90.3529,23.8579,128.1,10.4517,14.5144,0.0,6.5628,1.8851,15.6516,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Archer PLC,Developed Markets,DM - Europe,Utilities,0,10.8708,10.0381,0.8327,0.0,0.0,0.0,0.0,10.0049,0.0,9.2603,0.714,10.8009,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Burke, Hill and Medina",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,5.4321,67.494,-8.2009,7.7774,0.0,4.7967,1.7634,8.9146,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Taylor-Johnson,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,16,13,12,3,3,3,4,3,3,1,3,2,4,3,3,3,3
Burgess Group,Emerging Markets,EM - Americas,Utilities,1,11.0541,4.1445,6.9095,14.5528,58.1951,188.6125,9.9931,2.4852,0.2629,8.3352,6.5685,9.3948,10,14,15,2,2,1,2,3,3,3,3,2,3,3,5,3,4
"Thomas, Walker and Torres",Developed Markets,DM - Europe,Services & Communications,1,10.9017,9.6604,1.2413,,,1521.2881,17.6644,11.1305,0.5118,3.3548,1.1634,12.3718,9,10,13,1,3,1,1,3,1,3,3,1,2,3,4,3,3
"Huff, Gray and Watkins",Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3
Clark LLC,Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,12.7281,0.0,0.0,123.6123,45.0986,53.4535,20.8165,3.768,0.2244,11.1003,8.3373,12.3336,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Williams-Stanley,Emerging Markets,EM - Americas,"Food, Beverage & Tobacco",0,11.6515,4.8641,6.7874,130.1969,53.7177,84.2014,51.9888,4.7461,1.1359,10.1272,7.7732,12.6151,14,12,12,3,2,3,3,3,1,3,3,2,3,3,3,3,3
Roberts-Hartman,Developed Markets,DM - Americas,Natural Resources,1,10.0741,7.3352,2.7389,,58.6404,2365.0,8.4151,6.7191,,6.1895,4.6273,9.458,15,12,13,3,3,3,3,3,3,1,3,2,3,4,3,3,3
"Mitchell, Morales and Lopez",Developed Markets,DM - Europe,Industrials & Transportation,0,8.78,8.6622,0.1178,65.7895,29.8982,147.9963,10.217,13.1265,0.8275,7.0363,0.358,13.4805,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Yates-Parks,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Mcclure-King,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Matthews, Cordova and Floyd",Emerging Markets,EM - Asia,Natural Resources,1,10.5264,2.501,8.0254,-89.3178,43.1338,31.6108,20.9491,1.3476,0.7393,7.7203,4.4167,9.3731,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Barrera, Thompson and Moreno",Developed Markets,DM - Europe,"Retail, Consumer & Healthcare",1,9.9779,10.1634,-0.1855,1638.3721,,288.8279,-7.9162,7.9211,2.5848,5.7294,-0.1535,7.7357,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Anderson-Wood,Developed Markets,DM - Europe,Utilities,0,11.6833,11.5254,0.1579,44.0,24.3264,177.1095,11.0357,13.7827,0.829,9.2902,0.1717,13.7997,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Burke-Moreno,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,2.9106,51.6679,134.0,33.0615,8.8954,0.0648,7.4448,1.2318,10.0326,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Wiggins, Quinn and Young",Developed Markets,DM - Europe,Utilities,0,10.0024,10.0547,-0.0522,-585.8369,0.0,0.0,0.0,15.3186,0.0,7.8254,0.1463,15.4156,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Scott, Lewis and Washington",Developed Markets,DM - Europe,Natural Resources,1,9.3834,8.5611,0.8224,24.4681,38.2209,153.3698,12.8818,5.6378,,5.1237,0.8231,6.4602,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Espinoza, Smith and Parker",Developed Markets,DM - Europe,Natural Resources,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Barnes, White and Petersen",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Gomez-Perez,Developed Markets,DM - Europe,Industrials & Transportation,1,9.9779,10.1634,-0.1855,-7.3973,29.2242,804.9117,13.0786,10.1662,1.327,5.6212,1.1487,9.9808,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Chang PLC,Developed Markets,DM - Europe,Natural Resources,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Powell-Andrews,Developed Markets,DM - Europe,Industrials & Transportation,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Nash-Mora,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Armstrong LLC,Developed Markets,DM - Americas,Real Estate & Construction,1,8.4018,6.4843,1.9175,40.8557,44.8924,349.3,12.9709,6.6477,0.5025,7.5139,2.093,8.5652,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Rivers-Jackson,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,-18.2171,76.7778,311.0,21.4907,8.6918,0.4568,7.8653,1.1635,9.829,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
White-Odonnell,Emerging Markets,EM - Americas,"Retail, Consumer & Healthcare",1,13.2498,3.7583,9.4915,-97.7732,4.3126,261.8701,-7.9883,3.1433,,12.6846,12.7274,12.6348,11,11,13,2,2,2,3,2,1,3,3,1,3,4,3,3,3
Williams-Hanna,Emerging Markets,EM - Americas,Real Estate & Construction,1,13.2498,3.7583,9.4915,-97.7732,7.5168,1396.01,4.4986,3.1433,0.2333,12.6846,12.7274,12.6348,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Baldwin, Leonard and Clark",Developed Markets,DM - Europe,Real Estate & Construction,0,8.78,8.6622,0.1178,4.1935,29.3433,379.5064,11.1498,11.3473,0.9905,8.8328,0.7158,11.7013,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Phillips-Hunt,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,23.6559,0.0,65.095,30.7523,7.368,0.7085,6.1199,1.2906,8.5052,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Heath, Howard and Burns",Developed Markets,DM - Europe,Services & Communications,0,11.6833,11.5254,0.1579,-23.75,24.3475,79.1385,11.0065,14.2176,1.2996,11.7929,0.0827,14.2346,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
Olson PLC,Developed Markets,DM - Europe,Real Estate & Construction,1,8.4018,6.4843,1.9175,-4.9803,84.5042,783.0,-27.6296,7.1003,,7.2964,2.6394,9.0177,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Thomas-Smith,Developed Markets,DM - Americas,Industrials & Transportation,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,12,10,13,3,2,2,3,2,1,3,3,1,2,3,3,4,3
"Delacruz, Jackson and Gutierrez",Developed Markets,DM - Europe,"Food, Beverage & Tobacco",0,10.0024,10.0547,-0.0522,37.6316,42.7663,85.0811,9.0664,10.8164,0.4551,9.7927,0.6228,10.9134,10,14,12,1,2,2,3,2,3,4,3,1,3,3,3,3,3
Rice-Romero,Developed Markets,DM - Americas,Real Estate & Construction,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,9,12,13,1,1,1,3,3,1,3,3,2,3,3,3,4,3
Francis-Estrada,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,19.9627,25.6702,778.0,25.2741,11.3124,-0.1969,10.3722,1.0975,12.4529,10,13,12,1,2,2,3,2,3,3,3,1,3,3,3,3,3
Dean and Sons,Emerging Markets,EM - Americas,Utilities,0,11.0541,4.1445,6.9095,52.3638,40.4621,31.1406,20.0695,1.7999,-0.431,9.6536,9.0632,10.0449,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Murphy-Mcdonald,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,14.0065,50.2729,555.0,26.9161,10.1958,0.6028,9.4033,1.465,11.3346,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3
Hartman-Levy,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,54.7801,0.0,249.944,59.6051,9.2645,1.349,5.4959,1.7737,10.4017,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Gray, Rowland and Holmes",Developed Markets,DM - Europe,Utilities,0,10.0024,10.0547,-0.0522,-7.2055,45.5521,193.6714,8.439,11.9022,0.9244,10.619,0.6787,11.9992,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
James LLC,Developed Markets,DM - Americas,Services & Communications,1,8.4018,6.4843,1.9175,23.2022,47.2205,178.7,36.5735,4.8447,-0.4203,5.1298,2.8251,6.7621,9,10,13,1,3,1,1,3,1,3,3,1,2,3,3,4,3
"Gray, Berry and Chandler",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,23.2022,47.2205,178.7,36.5735,4.8447,-0.4203,5.1298,2.8251,6.7621,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,4,3
"Mahoney, Johnston and Peterson",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,76.4763,75.3347,1077.0,24.4436,7.9633,0.5616,6.0039,1.1561,9.1021,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Shepherd-Guerrero,Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8094,0.0,0.0,0.0,0.0,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3
"Ryan, Henderson and Jones",Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Wheeler, Hunter and Perry",Emerging Markets,EM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,0.0,0.0,0.0,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Colon, Griffin and Brown",Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3694,0.0,0.0,0.0,0.0,9,10,12,1,1,1,3,3,1,3,2,1,3,3,3,3,3
"Mckenzie, Parker and Craig",Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.8094,1.7632,13.7189,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
Nunez Inc,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,14,12,1,2,2,2,3,2,4,3,1,4,3,3,3,3
"Ramirez, Hardin and Fuentes",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,12,3,2,3,3,3,1,4,3,1,3,3,3,3,3
Sawyer Group,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1434,0.0,9.3136,2.4769,14.8644,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Stein Inc,Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3764,0.0,3.1092,2.242,10.0974,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Jones, Johnson and Bryan",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.9755,0.9082,10.018,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Keller, Hudson and Miller",Emerging Markets,EM - CEEMEA,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,8.5269,1.5234,10.018,15,14,12,3,3,3,3,3,3,3,3,2,3,3,3,3,3
"Brown, Moore and Davis",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.9755,0.9082,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Medina, Hall and Morgan",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8525,0.0,10.4529,2.7303,11.5735,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Parks, Roberts and Holmes",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6419,0.0,3.1141,1.2893,3.7824,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Kennedy LLC,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,0.0,0.0,0.0,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Morgan, Villarreal and Bishop",Emerging Markets,EM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3274,0.0,8.2445,5.0797,13.6674,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
Ruiz-Eaton,Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1805,0.0,11.8993,9.3504,13.8165,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Lewis-Shaffer,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,5.9173,1.2649,10.018,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Hartman PLC,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3726,0.0,7.7672,1.5729,13.5476,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Mckinney-Taylor,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.417,1.4433,10.018,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Arnold PLC,Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.7262,1.1143,10.018,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Shepherd Group,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0236,0.0,5.2494,0.2211,13.3006,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Li-Miller,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.7513,1.1765,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Hernandez-Edwards,Developed Markets,DM - Asia,Natural Resources,0,7.9467,6.6247,1.322,0.0,0.0,0.0,0.0,16.0149,0.0,10.8737,1.9994,17.2289,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Wood, Hoffman and Williams",Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1949,0.0,11.9612,0.8472,12.9909,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Kramer, Foster and Vasquez",Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.5098,0.9739,10.018,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
Bolton-Martin,Developed Markets,DM - Europe,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0752,0.0,8.8953,2.8273,14.2502,11,14,12,2,2,2,3,2,3,3,3,1,4,3,3,3,3
Garcia-Hale,Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8651,0.0,8.0314,-0.1877,13.6301,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Adams, Bailey and Martin",Developed Markets,DM - Asia,Natural Resources,0,11.9769,0.0,0.0,-165.5361,42.2385,0.0,2.4273,14.054,0.0,3.5621,0.7575,15.564,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Patterson-Jenkins,Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,6.3159,6.4122,23.9686,0.0,0.0,0.0,3.3427,0.0,11.5646,7.9284,11.9083,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Reyes-Sanchez,Emerging Markets,EM - Asia,Utilities,1,10.5264,2.501,8.0254,-18.3886,15.9139,611.308,10.7826,2.501,,8.5357,5.2104,10.5264,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Gentry, Johnson and Anderson",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,107.7982,71.0911,1736.0,36.1175,7.4694,0.7278,5.497,1.0256,8.6066,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Mendoza-Shepard,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,76.4763,75.3347,1077.0,24.4436,7.9633,0.5616,6.0039,1.1561,9.1021,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Hansen-Turner,Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,0.0,0.0,0.0,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Sexton LLC,Developed Markets,DM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0718,0.0,0.0,0.0,0.0,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Frazier, Peterson and Taylor",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
Murphy-Perry,Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.8094,1.7632,13.7189,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
"Price, Johnson and Stuart",Emerging Markets,EM - Asia,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7104,0.0,13.063,11.2616,13.3464,14,12,12,3,2,3,3,3,2,3,3,1,3,3,3,3,3
